id,en,fr,de,pt-BR,zh-CN
help_jumpOverhangs_subtext,"Иногда встречаются нависающие выступы.<BR>Чтобы прыгнуть на такой уступ, отойди от него и встань лицом к нему. В правильной позиции появится иконка лапы. Удерживай $Jump1 / $Jump2 для подготовки, отпусти, когда будешь готов прыгнуть.",Parfois, tu verras un rebord en surplomb. <BR>Pour sauter sur ce rebord, éloigne-toi du rebord tout en lui faisant face. Si tu es dans la bonne position, tu verras une icône de patte. Maintiens $Jump1 / $Jump2 enfoncé pour te préparer, puis relâches lorsque tu es prêt à sauter.,Manchmal stößt man auf einen überhängenden Vorsprung.<BR>Um auf diese Kante zu springen, tritt von der Kante zurück und schau zu ihr hin. Wenn du in der richtigen Position bist, siehst du ein Pfotensymbol. Halte $Jump1 / $Jump2 zur Vorbereitung gedrückt und lass los, wenn du springen willst.,Você encontrará uma borda suspensa em alguns lugares.<BR>Para pular até essa borde, afaste-se dela mantendo-se de frente para ela. Se estiver na posição correta, você verá um ícone de pata. Segure $Jump1 / $Jump2 para se preparar e solte quando estiver pronto para pular.,有时你会遇到悬出的平台。<BR>要跳上去，请面向该边缘并稍微后退站位。 如果位置正确，你会看到爪子图标。 按住$Jump1/$Jump2准备，然后在合适时机松开进行跳跃。
help_keycardReaders_title,Считыватели карт-ключей,Lecteurs de cartes d’accès,Kartenlesegeräte,Leitores de cartão de acesso,门禁卡读取器
help_keycards_1,"Вставь подходящую карту-ключ,<br>чтобы открыть дверь.<BR>Карты-ключи можно забрать после использования.",Insère la carte d'accès appropriée pour déverrouiller cette porte.<BR>Les cartes d'accès peuvent être récupérées après utilisation.,Steck die entsprechende Schlüsselkarte <br> ein, um diese Tür zu entriegeln. <BR>Die Schlüsselkarten können nach Gebrauch wieder herausgenommen werden.,Insira o cartão de acesso apropriado<br>para destravar esta porta.<BR>Cartões de acesso podem ser recuperados após o uso.,插入相应门禁卡即可开门。<BR>门禁卡使用后可以取回。
help_meowAtWill,Мяукай как захочешь,Miauler à volonté,Miauen nach Belieben,Miar à vontade,随时喵叫
help_mice_main,"Мышь прячется, пока вокруг кто-то есть.<BR>Но если зайти сверху...",La souris se cache jusqu'à ce que la voie soit libre. <BR>Mais si tu arrives à te positionner au-dessus de la souris...,Die Maus versteckt sich, bis die Luft rein ist.<BR>Aber wenn du über die Maus kommen kannst...,O rato se esconde até a área ficar segura.<BR>Mas se você conseguir ficar acima do rato…,老鼠会躲藏起来，直到周围安全为止。<BR>但如果你能躲到老鼠上方……
help_mice_subtext,"Эти роботы-мыши очень робкие — почуяв кого-то рядом, они юркнут в норку и выйдут, только когда всё стихнет.<BR>Если найдёшь способ оказаться над мышью — можешь её сцапать!",Ces souris robots sont très timides. Si elles détectent quelque chose à proximité, elles se précipiteront dans leur trou de souris et n'en ressortiront que lorsque la voie sera libre. <BR>Si tu trouver un moyen de vous positionner au-dessus de la souris, tu peux sauter dessus !,Diese Robotermäuse sind sehr scheu – wenn sie etwas in der Nähe spüren, huschen sie zurück in ihr Mauseloch und kommen erst wieder heraus, wenn die Luft rein ist.<BR>Wenn du einen Weg findest, über die Maus zu kommen, kannst du sie angreifen!,Esses ratos robôs são muito tímidos - se perceberem algo por perto, voltarão correndo para o buraco e só sairão quando a área estiver segura.<BR>Se você encontrar uma maneira de ficar acima do rato, poderá pular sobre ele!,这些机器老鼠非常胆小。一旦察觉到附近有动静，就会立刻钻回鼠洞，只有在确认安全后才会再次出来。<BR>如果你能想办法来到老鼠的上方，就可以扑向它！
help_mice_title,Роботы-мыши,Souris Robots,Robotermäuse,Ratos Robô,机器老鼠
help_move_jump,Прыжок!,Saute !,Spring!,Pule!,跳！
help_move_keepMoving,Продолжай двигаться,Continue de bouger,Weitergehen,Continue se movendo,继续前进
help_move_request,Попроси напарника двигаться,Demande à ton partenaire de bouger,Bitte deinen Partner, sich zu bewegen,Peça ao seu parceiro para se mover,请求同伴移动
help_move_subtext,"Используй $Movement1 / $Movement2 для движения.<BR>Если перед тобой есть что-то, на что можно запрыгнуть, продолжай двигаться в эту сторону — будет прыжок.<BR>Также можешь удерживать $Jump1 / $Jump2, чтобы зарядить прыжок, и отпустить для прыжка — только так можно запрыгнуть на нависающие уступы.<BR>В кооперативном режиме $Movement2 можно использовать, чтобы указать направление напарнику.",Utilise $Movement1 / $Movement2 pour te déplacer. <BR>S'il y a quelque chose devant toi sur lequel tu peux sauter, continue à avancer dans cette direction et tu sauteras. <BR>Tu peux aussi maintenir $Jump1 / $Jump2 enfoncé pour lancer un saut, et relâcher pour sauter. C'est la seule façon de sauter sur des rebords en surplomb. <BR>En mode coopératif, tu peux utiliser $Movement2 pour indiquer une direction à ton partenaire.,Benutze $Movement1 / $Movement2 zum Bewegen.<BR>Wenn etwas vor dir steht, worauf du springen kannst, bewege dich weiter in diese Richtung, und du wirst springen.<BR>Du kannst auch $Jump1 / $Jump2 gedrückt halten, um einen Sprung aufzuladen, und loslassen, um zu springen – das ist der einzige Weg, um auf überhängende Vorsprünge zu springen.<BR>Im kooperativen Modus kannst du $Movement2 verwenden, um deinem Partner eine Richtung zu zeigen.,Use $Movement1 / $Movement2 para se mover.<BR>Se houver algo à sua frente para onde você possa pular, continue se movendo nessa direção e você saltará.<BR>Você também pode segurar $Jump1 / $Jump2 para preparar um salto e soltar para pular. Esta é a única maneira de alcançar bordas suspensas.<BR>No modo cooperativo, você pode usar $Movement2 para indicar uma direção ao seu parceiro.,使用$Movement1 / $Movement2 进行移动。<BR>如果前方有可以跳跃的物体，继续朝该方向移动即可跳跃。<BR>你也可以按住$Jump1 / $Jump2蓄力，松开跳跃——这也是跳上悬出平台的唯一方法。<BR>在合作模式下，你可以使用$Movement2向你的伙伴指示方向。
help_move_title,Движение,Mouvement,Bewegen,Movimento,移动
help_move_towards,Двигайся к,Se diriger,Beweg dich in Richtung,Mover-se em direção a,移向
help_moveCatCoOp,"Игрок 1, веди кота",Déplace le chat avec $Movement1,Spieler 1, bewege die Katze,Jogador 1, mova a gata,玩家1，移动猫咪
help_moveCatSinglePlayer,Веди кота с помощью $Movement1,Joueur 2, déplace le chat<BR>Désactive le mode coopératif depuis le menu pause,Bewege die Katze mit $Movement1,Mova a gata com $Movement1,使用$Movement1移动猫
help_moveOtherCatCoOp,"Игрок 2, веди кота<BR>Отключи кооп-режим в меню паузы",Déplace l’autre chat avec $Movement2<BR>Active le mode coopératif depuis le menu pause,Spieler 2, bewege die Katze<br>Deaktiviere den Koop-Modus im Pausenmenü,Jogador 2, mova a gata<BR>Desative o Modo Cooperativo no menu de pausa,玩家2，移动猫咪<BR>从暂停菜单中禁用合作模式
help_moveOtherCatSinglePlayer,Веди другого кота с помощью $Movement2<BR>Включи кооп-режим в меню паузы,Les portes de phase empêcheront le<BR>passage<BR>de tout ce qui est fusionné<BR>ou de la mauvaise couleur.,Bewege die andere Katze mit $Movement2<BR>Aktiviere den Koop-Modus im Pausenmenü,Mova a outra gata com $Movement2<BR>Ative o Modo Cooperativo no menu de pausa,使用$Movement2移动另一只猫<BR>从暂停菜单启用合作模式
help_phaseGates_main,"Фазовые врата не пропустят<BR>ничего слитого,<BR>либо неподходящего цвета,<BR>через себя.",Les portes de phase empêcheront le<BR>passage<BR>de tout ce qui est fusionné<BR>ou de la mauvaise couleur.,Phasengatter hindern<BR>alles, was verschmolzen ist,<BR>oder die falsche Farbe hat,<BR>am Weitergehen.,Portões de fase impedirão a passagem<BR>de qualquer coisa que esteja fundida<BR>ou que seja da cor errada.,相位门会阻挡<BR>处于合体状态<BR>或颜色不匹配<BR>的实体。
help_phaseGates_title,Фазовые врата,Barrières de phase,Phasengatter,Portões de Fase,相位门
help_phasePads_main,Эти панели реагируют только<BR>на разделённые объекты подходящего цвета.<BR>Слитые сущности<BR>не обнаруживаются.,Ces plaques ne réagiront qu'aux <BR>entités divisées de la même couleur. Les <BR>entités fusionnées ne <BR>seront pas détectées.,Diese Pads reagieren nur auf<BR>geteilte Entitäten mit der gleichen Farbe.<BR>Verschmolzene Entitäten werden nicht <BR>entdeckt.,Esses sensores só reagem a<BR>entidades divididas da mesma cor.<BR>Entidades fundidas não serão<BR>detectadas.,这些踏板只会对<BR>处于分体状态且颜色匹配的实体作出反应。<BR>合体状态的实体<BR>不会被检测到。
help_phasePads_title,Панели фазового детектора,Plaques de Détection de Phase,Phasendetektor-Pads,Sensores detectores de fase,相位探测踏板
help_pointOfNoReturn,"<B><size=160%>ВНИМАНИЕ!</size></B><BR>Этот шлюз — <B>Точка невозврата</B>!<BR>Пока ты не пройдёшь игру, ты будешь заперт в $espionageDepartment.<BR>После прохождения ты вернёшься к этой точке сюжета и сможешь продолжить исследование.",<B><size=160%>ATTENTION !</size></B><BR>L’utilisation de ce sas est un <B>point de non-retour</B> !<BR>Jusqu'à ce que tu termines le jeu, tu seras limité au $espionageDepartment.<BR>Après avoir terminé le jeu, tu seras ramené à ce point de l'histoire et tu pourras continuer à explorer.,<B><size=160%>ACHTUNG!</size></B><BR>Die Benutzung dieser Luftschleuse ist ein <B>Point Of No Return</B>!<BR>Bis du das Spiel abgeschlossen hast, wirst du in die $espionageDepartment-Abteilung weitergeleitet.<BR>Nach Abschluss des Spiels kehrst du zu diesem Punkt in der Geschichte zurück und kannst deine Erkundung fortsetzen.,<B><size=160%>ATENÇÃO!</size></B><BR>Usar esta câmara de ar é um <B>Ponto Sem Volta</B>!<BR>Até você concluir o jogo, você ficará restrito ao $espionageDepartment.<BR>Após concluir o jogo, você retornará a este ponto da história e poderá continuar explorando.,<B><size=160%>注意！</size></B><BR>穿过此气闸将<B>无法返回</B>！<BR>在主线剧情完结前，你将无法离开$espionageDepartment。<BR>通关后，你将回到此进度节点并可以继续自由探索。</B>
help_pointOfNoReturn_title,Точка невозврата,Point de non-retour,Point Of No Return,Ponto Sem Volta,无法返回区域
help_postGame_title,Контент после прохождения,Contenu après-jeu,Spielbare Inhalte nach Abschluss des Hauptspiels,Conteúdo pós-jogo,通关后内容
